seq_id,score,coeff_beta
seq872,64.55118848219543,3.0
seq873,64.63189658444155,3.0
seq874,64.63189658444155,3.0
seq875,64.63189658444155,3.0
seq876,64.63189658444155,3.0
seq877,64.63189658444155,3.0
seq878,64.63189658444155,3.0
seq879,64.63189658444155,3.0
seq880,64.63189658444155,3.0
seq881,64.63189658444155,3.0
seq882,64.63189658444155,3.0
seq883,64.63189658444155,3.0
seq884,64.8546763585887,3.0
seq885,64.95165289735833,3.0
seq886,64.95165289735833,3.0
seq887,64.95165289735833,3.0
seq888,64.95165289735833,3.0
seq889,64.95165289735833,3.0
seq890,64.95165289735833,3.0
seq891,64.95165289735833,3.0
seq892,64.95165289735833,3.0
seq893,64.95165289735833,3.0
seq894,64.95165289735833,3.0
seq895,64.95517202107605,3.0
seq896,64.95517202107605,3.0
seq897,64.95517202107605,3.0
seq898,65.00570789598582,3.0
seq899,65.00570789598582,3.0
seq900,62.07049020552,3.0
seq901,62.070024592909,3.0
seq902,62.29116770424276,3.0
seq903,62.52783851350007,3.0
seq904,62.66893954839214,3.0
seq905,62.70781477561022,3.0
seq906,62.935629766255715,3.0
seq907,63.064221454592314,3.0
seq908,63.064221454592314,3.0
seq909,63.154818237490254,3.0
seq910,63.154818237490254,3.0
seq911,63.509477681556106,3.0
seq912,63.506432326195224,3.0
seq913,63.506432326195224,3.0
seq914,63.506432326195224,3.0
seq915,63.506432326195224,3.0
seq916,63.506432326195224,3.0
seq917,63.506432326195224,3.0
seq918,63.506432326195224,3.0
seq919,63.47775682095669,3.0
seq920,63.460576334700335,3.0
seq921,63.47682618699772,3.0
seq922,63.47682618699772,3.0
seq923,63.47682618699772,3.0
seq924,63.747616910720915,3.0
seq925,63.728895291870614,3.0
seq926,63.728895291870614,3.0
seq927,63.728895291870614,3.0
seq928,63.728895291870614,3.0
seq929,63.89928044108134,3.0
seq930,63.87501682874417,3.0
seq931,63.8768223306388,3.0
seq932,63.8768223306388,3.0
seq933,63.985381705502014,3.0
seq934,63.985381705502014,3.0
seq935,63.985381705502014,3.0
seq936,63.984524446766024,3.0
seq937,64.21779630943041,3.0
seq938,64.26112524239467,3.0
seq939,64.26112524239467,3.0
seq940,64.26112524239467,3.0
seq941,64.26112524239467,3.0
seq942,64.25795810070355,3.0
seq943,64.25795810070355,3.0
seq944,64.25795810070355,3.0
seq945,64.25795810070355,3.0
seq946,64.2564249770719,3.0
seq947,64.2564249770719,3.0
seq948,64.2737596092455,3.0
seq949,64.2737596092455,3.0
seq950,64.2737596092455,3.0
seq951,64.35116267329853,3.0
seq952,64.35116267329853,3.0
seq953,64.35116267329853,3.0
seq954,64.36569776800205,3.0
seq955,64.36569776800205,3.0
seq956,64.37419289351197,3.0
seq957,64.35943088339353,3.0
seq958,64.41998332516569,3.0
seq959,64.41374399252558,3.0
seq960,64.41374399252558,3.0
seq961,64.5066408839611,3.0
seq962,64.5066408839611,3.0
seq963,64.56800274365509,3.0
seq964,64.56800274365509,3.0
seq965,64.56800274365509,3.0
seq966,64.64663981018911,3.0
seq967,64.64139705210995,3.0
seq968,64.64139705210995,3.0
seq969,64.64139705210995,3.0
seq970,64.64139705210995,3.0
seq971,64.69370360412366,3.0
seq972,64.69888603876822,3.0
seq973,64.69888603876822,3.0
seq974,64.69888603876822,3.0
seq975,64.69888603876822,3.0
seq976,64.69888603876822,3.0
seq977,64.69888603876822,3.0
seq978,64.69888603876822,3.0
seq979,64.69888603876822,3.0
seq980,64.75074266273319,3.0
seq981,64.75074266273319,3.0
seq982,64.75074266273319,3.0
seq983,64.75074266273319,3.0
seq984,64.75074266273319,3.0
seq985,64.75074266273319,3.0
seq986,64.75074266273319,3.0
seq987,64.85859215465479,3.0
seq988,64.85859215465479,3.0
seq989,64.95378151121876,3.0
seq990,64.95378151121876,3.0
seq991,64.95378151121876,3.0
seq992,65.07813592690883,3.0
seq993,65.07813592690883,3.0
seq994,65.07813592690883,3.0
seq995,65.07813592690883,3.0
seq996,65.07813592690883,3.0
seq997,65.11923162482171,3.0
seq998,65.08632915078387,3.0
seq999,65.08632915078387,3.0
